"","id","group","year","wasi_age","wasi_gender","bryant_percent","empathy_conceptual","empathy_exact","rmet_percent_correct","mep_total","wasi_fsiq2","wasi_fsiq4","wasi_pri","wasi_vci","baseage"
"320","C05","Control","Y4",9.843835616,"m","0.590909091",0.666666667,0.5,0.571428571,3,115,107,98,113,6.761643836
"321","C06","Control","Y4",11.11780822,"m","0.363636364",1,1,0.785714286,2,84,81,78,89,7.98630137
"322","C11","Control","Y4",NA,"",NA,0.333333333,0.333333333,0.785714286,NA,NA,NA,NA,NA,7.169863014
"323","C12","Control","Y4",10.46027397,"m","0.681818182",0.666666667,0.333333333,0.714285714,2,89,88,82,97,7.336986301
"324","C18","Control","Y4",10.09863014,"m","0.681818182",0.666666667,0.5,0.642857143,4,133,124,104,136,7.049315068
"325","M08","Music","Y4",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.852054795
"326","C10","Control","Y4",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.487671233
"327","C16","Control","Y4",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.501369863
"328","S15","Sport","Y4",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.263013699
"329","S21","Sport","Y4",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.978082192
"330","C09","Control","Y4",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38630137
"331","S02","Sport","Y4",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55890411
"332","S32","Sport","Y4",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.690410959
"333","M102","Music","Y5",10.57260274,"m",".681818182",1,0.833333333,0.785714286,2,108,104,92,114,6.44109589
"334","M106","Music","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,7.21369863
"335","M107","Music","Y5",11.30958904,"m",".363636364",1,0.833333333,0.571428571,2,74,73,82,68,7.334246575
"336","M108","Music","Y5",10.24109589,"f",".500000000",0.666666667,0.5,0.607142857,3,116,117,105,123,6.339726027
"337","M109","Music","Y5",10.16164384,"m",".590909091",0.833333333,0.5,0.678571429,3,110,109,101,115,6.189041096
"338","M112","Music","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,6.717808219
"339","M113","Music","Y5",11.04657534,"m",".727272727",0.5,0.333333333,0.785714286,2,85,88,84,95,7.002739726
"340","S101","Sport","Y5",11.67671233,"f",".727272727",NA,NA,NA,1,95,84,92,79,7.624657534
"341","S103","Sport","Y5",10.36164384,"f",".772727273",1,0.666666667,0.821428571,4,105,101,97,104,6.301369863
"342","S104","Sport","Y5",10.96712329,"m",".363636364",1,1,0.75,4,84,83,80,90,6.843835616
"343","S105","Sport","Y5",10.11506849,"f",".636363636",0.833333333,0.833333333,0.785714286,4,106,110,100,117,5.961643836
"344","S107","Sport","Y5",9.884931507,"f",".681818182",1,1,0.678571429,4,103,101,100,102,5.731506849
"345","S108","Sport","Y5",11.46027397,"m",".681818182",0.666666667,0.333333333,0.75,4,104,99,96,102,7.282191781
"346","S109","Sport","Y5",10.2109589,"m",".727272727",1,0.833333333,0.785714286,4,101,101,96,106,6.082191781
"347","S110","Sport","Y5",11.20273973,"f",".636363636",0.666666667,0.5,0.785714286,2,88,84,86,86,7.02739726
"348","S111","Sport","Y5",10.08219178,"m",".590909091",1,0.833333333,0.75,3,101,91,87,97,6.038356164
"349","S114","Sport","Y5",11.01369863,"f",".863636364",0.833333333,0.666666667,NA,2,91,108,92,115,6.975342466
"350","S117","Sport","Y5",10.56986301,"f",".772727273",0.666666667,0.666666667,0.821428571,2,102,101,98,103,6.575342466
"351","C101","Control","Y5",11.66849315,"f",".500000000",1,0.666666667,0.75,3,92,94,99,90,7.512328767
"352","C102","Control","Y5",10.77534247,"f",".454545454",1,1,0.75,3,75,79,82,80,6.6
"353","C107","Control","Y5",11.16986301,"f",".863636364",1,0.833333333,0.821428571,1,118,120,125,110,7.243835616
"354","C108","Control","Y5",NA,"",".00000000",NA,NA,NA,NA,NA,NA,NA,NA,6.38630137
"355","C109","Control","Y5",11.36438356,"m",".545454546",0.666666667,0.666666667,0.571428571,3,103,96,92,101,7.317808219
"356","C111","Control","Y5",10.5369863,"f",".636363636",1,0.666666667,0.535714286,2,84,82,92,76,6.619178082
"357","C112","Control","Y5",11.05205479,"m",".363636364",1,0.833333333,0.75,1,85,96,96,97,7.082191781
"358","C113","Control","Y5",10.92328767,"f",".590909091",0.5,0.5,0.642857143,1,89,93,111,77,7.049315068
"359","C114","Control","Y5",10.21369863,"m",".363636364",0,0,0.642857143,4,89,89,96,85,6.290410959
"360","C116","Control","Y5",11.15616438,"m",".681818182",0.833333333,0.666666667,0.642857143,2,109,106,120,92,7.282191781
"361","C104","Control","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,7.542465753
"362","M105","Music","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,6.219178082
"363","S112","Sport","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,6.389041096
"364","C115","Control","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,7.115068493
"365","M101","Music","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,6.452054795
"366","M104","Music","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,6.032876712
"367","M110","Music","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,6.665753425
"368","M111","Music","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,6.665753425
"369","S106","Sport","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,7.126027397
"370","C106","Control","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,6.430136986
"371","M02","Music","Y5",10.96986301,"m","0.4545455",1,1,0.75,2,102,101,103,99,6.416438356
"372","M04","Music","Y5",11.57260274,"f","0.5909091",1,1,0.785714286,3,97,95,88,103,7.183561644
"373","M05","Music","Y5",10.26027397,"f","0.5000000",0.666666667,1,0.714285714,4,120,122,126,113,5.967123288
"374","M06","Music","Y5",10.53972603,"f","0.4545455",0.5,0.5,0.714285714,4,99,105,116,94,6.169863014
"375","M07","Music","Y5",10.40821918,"m","0.5909091",0.833333333,0.833333333,0.821428571,2,111,112,113,109,6.134246575
"376","M09","Music","Y5",11.09863014,"m","0.6818182",0.833333333,0.833333333,0.571428571,3,128,127,135,114,6.824657534
"377","M10","Music","Y5",10.58356164,"m","0.3181818",0.666666667,0.5,0.642857143,4,99,102,115,90,6.21369863
"378","M12","Music","Y5",11.08219178,"m","0.7272727",1,0.833333333,0.714285714,4,95,102,100,103,6.865753425
"379","M17","Music","Y5",10.96438356,"f","0.5909091",0.833333333,0.833333333,0.75,3,110,101,100,102,6.742465753
"380","S01","Sport","Y5",11.76986301,"f","0.5909091",0.5,0.5,0.714285714,3,98,100,97,102,7.663013699
"381","S04","Sport","Y5",12.09863014,"m","0.3636364",0,0,0.928571429,4,102,99,93,105,8.008219178
"382","S07","Sport","Y5",11.30684932,"f","0.8181818",1,1,0.714285714,2,89,86,83,92,7.230136986
"383","S08","Sport","Y5",10.93424658,"f","0.7727273",0.666666667,0.666666667,0.857142857,3,108,116,112,115,6.879452055
"384","S17","Sport","Y5",11.50684932,"m","0.5909091",0.333333333,0.333333333,0.642857143,2,106,99,95,102,7.564383562
"385","S28","Sport","Y5",10.56986301,"m","0.6363636",0.833333333,0.666666667,0.75,2,96,99,104,95,6.635616438
"386","S31","Sport","Y5",9.693150685,"m","0.5909091",0.666666667,0.666666667,0.75,2,105,114,109,117,5.819178082
"387","C02","Control","Y5",10.75890411,"m","0.6818182",0.666666667,0.666666667,0.607142857,2,100,108,114,102,6.808219178
"388","C03","Control","Y5",10.70684932,"m","0.3636364",0,0,0.714285714,4,89,96,108,85,6.676712329
"389","C04","Control","Y5",10.74246575,"m","0.5909091",1,1,0.821428571,2,106,109,109,108,6.668493151
"390","C07","Control","Y5",10.64109589,"m","0.6818182",1,0.833333333,0.714285714,2,97,97,92,102,6.449315068
"391","C08","Control","Y5",11.96712329,"f","0.7272727",1,1,0.785714286,1,92,99,112,86,7.794520548
"392","C17","Control","Y5",10.85753425,"m","0.6818182",0.833333333,0.833333333,0.571428571,2,102,102,104,99,6.876712329
"393","C19","Control","Y5",11.76986301,"f","0.5000000",0.833333333,0.833333333,0.464285714,2,87,93,106,81,7.797260274
"394","M01","Music","Y5",10.50958904,"m","0.7272727",1,1,0.785714286,3,117,125,130,116,5.978082192
"395","M03","Music","Y5",11.20547945,"m","0.8181818",1,1,0.714285714,4,95,94,99,90,6.769863014
"396","M11","Music","Y5",11.09863014,"f","0.5000000",1,1,0.571428571,4,88,86,96,80,6.720547945
"397","M15","Music","Y5",10.37534247,"m","0.6363636",0.833333333,0.833333333,0.607142857,2,103,102,108,96,6.178082192
"398","S05","Sport","Y5",11.74246575,"m","0.5909091",0.666666667,0.666666667,0.821428571,4,110,108,106,108,7.783561644
"399","S10","Sport","Y5",NA,"","0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,7.482191781
"400","S14","Sport","Y5",11.1369863,"m","0.7272727",0.333333333,0.333333333,0.678571429,2,107,105,99,110,6.934246575
"401","S22","Sport","Y5",10.78356164,"f","0.6818182",1,1,0.821428571,3,108,104,110,97,6.821917808
"402","C01","Control","Y5",11.63287671,"m","0.5454545",1,0.833333333,0.821428571,2,99,101,101,100,7.389041096
"403","C05","Control","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,6.761643836
"404","C06","Control","Y5",12.03287671,"m","0.5000000",1,0.833333333,0.892857143,4,88,91,79,105,7.98630137
"405","C11","Control","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,7.169863014
"406","C12","Control","Y5",11.46027397,"m","0.5454545",0.333333333,0.333333333,0.75,3,75,80,70,95,7.336986301
"407","C18","Control","Y5",11.04657534,"m","0.6818182",0.833333333,0.666666667,0.571428571,3,122,130,119,133,7.049315068
"408","M08","Music","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,6.852054795
"409","C10","Control","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,6.487671233
"410","C16","Control","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,6.501369863
"411","S15","Sport","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,7.263013699
"412","S21","Sport","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,5.978082192
"413","C09","Control","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,6.38630137
"414","S02","Sport","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,7.55890411
"415","S32","Sport","Y5",NA,"","NA",NA,NA,NA,NA,NA,NA,NA,NA,6.690410959
"416","M102","Music","Y7",12.62191781,"m","0.5",NA,NA,0.857142857,2,87,89,87,95,6.44109589
"417","M106","Music","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.21369863
"418","M107","Music","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.334246575
"419","M108","Music","Y7",12.67671233,"f","0.590909091",NA,NA,0.678571429,4,89,96,98,95,6.339726027
"420","M109","Music","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.189041096
"421","M112","Music","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.717808219
"422","M113","Music","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.002739726
"423","S101","Sport","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.624657534
"424","S103","Sport","Y7",12.4109589,"f","0.863636364",NA,NA,0.821428571,3,101,93,101,86,6.301369863
"425","S104","Sport","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.843835616
"426","S105","Sport","Y7",12.27123288,"f","0.727272727",NA,NA,0.785714286,4,94,102,103,101,5.961643836
"427","S107","Sport","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.731506849
"428","S108","Sport","Y7",13.54794521,"m","0.545454545",NA,NA,0.75,4,99,93,96,93,7.282191781
"429","S109","Sport","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.082191781
"430","S110","Sport","Y7",13.25753425,"f","0.772727273",NA,NA,0.821428571,2,84,82,89,79,7.02739726
"431","S111","Sport","Y7",12.15890411,"m","0.454545455",NA,NA,0.785714286,3,92,90,88,95,6.038356164
"432","S114","Sport","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.975342466
"433","S117","Sport","Y7",12.73424658,"f","0.818181818",NA,NA,0.678571429,3,91,88,84,95,6.575342466
"434","C101","Control","Y7",13.90684932,"f","0.636363636",NA,NA,0.892857143,3,86,91,100,85,7.512328767
"435","C102","Control","Y7",12.91780822,"f","0.863636364",NA,NA,0.607142857,1,82,83,87,84,6.6
"436","C107","Control","Y7",13.16438356,"f","0.863636364",NA,NA,0.785714286,4,108,113,115,109,7.243835616
"437","C108","Control","Y7",12.49041096,"f","0.636363636",NA,NA,0.785714286,4,93,88,83,96,6.38630137
"438","C109","Control","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.317808219
"439","C111","Control","Y7",12.60547945,"f","0.727272727",NA,NA,0.714285714,3,89,90,103,80,6.619178082
"440","C112","Control","Y7",13.10410959,"m","0.727272727",NA,NA,0.642857143,2,93,95,100,91,7.082191781
"441","C113","Control","Y7",12.99178082,"f","0.772727273",NA,NA,0.714285714,3,91,96,115,79,7.049315068
"442","C114","Control","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.290410959
"443","C116","Control","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.282191781
"444","C104","Control","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.542465753
"445","M105","Music","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.219178082
"446","S112","Sport","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.389041096
"447","C115","Control","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.115068493
"448","M101","Music","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.452054795
"449","M104","Music","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.032876712
"450","M110","Music","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.665753425
"451","M111","Music","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.665753425
"452","S106","Sport","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.126027397
"453","C106","Control","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.430136986
"454","M02","Music","Y7",12.85479452,"m","0.363636364",NA,NA,0.892857143,3,100,96,103,90,6.416438356
"455","M04","Music","Y7",13.50958904,"f","0.545454545",NA,NA,0.714285714,2,99,102,97,105,7.183561644
"456","M05","Music","Y7",12.31232877,"f","0.545454545",NA,NA,0.821428571,4,113,122,122,116,5.967123288
"457","M06","Music","Y7",12.53424658,"f","0.772727273",NA,NA,0.714285714,4,103,106,117,95,6.169863014
"458","M07","Music","Y7",12.44109589,"m","0.590909091",NA,NA,0.785714286,3,105,107,111,102,6.134246575
"459","M09","Music","Y7",13.13150685,"m","0.636363636",NA,NA,0.75,NA,129,131,135,121,6.824657534
"460","M10","Music","Y7",12.57808219,"m","0.318181818",NA,NA,0.714285714,4,93,106,119,93,6.21369863
"461","M12","Music","Y7",13.15068493,"m","0.863636364",NA,NA,0.714285714,4,111,107,101,110,6.865753425
"462","M17","Music","Y7",12.96986301,"f","0.863636364",NA,NA,0.892857143,NA,104,95,98,94,6.742465753
"463","S01","Sport","Y7",13.83287671,"f","0.545454545",NA,NA,0.821428571,3,92,95,94,97,7.663013699
"464","S04","Sport","Y7",14.10684932,"m","0.545454545",NA,NA,0.892857143,3,122,108,120,96,8.008219178
"465","S07","Sport","Y7",13.38356164,"f","0.727272727",NA,NA,0.642857143,4,84,79,76,88,7.230136986
"466","S08","Sport","Y7",13.04383562,"f","0.681818182",NA,NA,0.785714286,3,105,108,112,104,6.879452055
"467","S17","Sport","Y7",13.64657534,"m","0.590909091",NA,NA,NA,NA,94,86,83,93,7.564383562
"468","S28","Sport","Y7",12.61917808,"m","0.727272727",NA,NA,0.785714286,4,88,93,96,91,6.635616438
"469","S31","Sport","Y7",11.90410959,"m","0.636363636",NA,NA,0.857142857,1,98,105,106,102,5.819178082
"470","C02","Control","Y7",12.73972603,"m","0.727272727",NA,NA,0.714285714,4,91,99,103,95,6.808219178
"471","C03","Control","Y7",12.72328767,"m",NA,NA,NA,0.75,2,88,89,103,77,6.676712329
"472","C04","Control","Y7",12.67945205,"m","0.772727273",NA,NA,0.785714286,2,101,103,112,93,6.668493151
"473","C07","Control","Y7",12.83561644,"m","0.818181818",NA,NA,0.821428571,4,102,93,100,89,6.449315068
"474","C08","Control","Y7",13.90410959,"f","0.666666667",NA,NA,0.642857143,1,92,100,117,83,7.794520548
"475","C17","Control","Y7",12.84657534,"m","0.636363636",NA,NA,0.857142857,2,96,98,105,91,6.876712329
"476","C19","Control","Y7",13.7260274,"f","0.681818182",NA,NA,0.678571429,3,82,86,99,77,7.797260274
"477","M01","Music","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.978082192
"478","M03","Music","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.769863014
"479","M11","Music","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.720547945
"480","M15","Music","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.178082192
"481","S05","Sport","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.783561644
"482","S10","Sport","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.482191781
"483","S14","Sport","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.934246575
"484","S22","Sport","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.821917808
"485","C01","Control","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.389041096
"486","C05","Control","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.761643836
"487","C06","Control","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.98630137
"488","C11","Control","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.169863014
"489","C12","Control","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.336986301
"490","C18","Control","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.049315068
"491","M08","Music","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.852054795
"492","C10","Control","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.487671233
"493","C16","Control","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.501369863
"494","S15","Sport","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.263013699
"495","S21","Sport","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.978082192
"496","C09","Control","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.38630137
"497","S02","Sport","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55890411
"498","S32","Sport","Y7",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.690410959
